_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
1494,3643,63202,CANOE LANDING COMMUNITY RECREATION CENTRE,Community Centre,"Basketball Court, Outdoor Track, Playground, Washroom, Wi-Fi",45 FORT YORK BLVD,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3643,"{""coordinates"": [[-79.394731493621, 43.6394377946956]], ""type"": ""MultiPoint""}"
1495,1078,13041,KEN COX COMMUNITY CENTRE,Community Centre,Wi-Fi,28 COLONEL SAMUEL SMITH PARK DR,416-392-6355,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1078,"{""coordinates"": [[-79.5165351412394, 43.5950990783531]], ""type"": ""MultiPoint""}"
1496,487,2045,ANCASTER COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",41 ANCASTER RD,416-395-6057,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=487,"{""coordinates"": [[-79.4656787143249, 43.7325627132994]], ""type"": ""MultiPoint""}"
1497,515,13009,BAYVIEW ARENA,Community Centre,"Washroom, Wi-Fi",3230 BAYVIEW AVE,416-395-7825,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=515,"{""coordinates"": [[-79.3936846863624, 43.7879584611044]], ""type"": ""MultiPoint""}"
1498,325,13063,SECORD COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",91 BARRINGTON AVE,416-396-2857,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=325,"{""coordinates"": [[-79.3016571366565, 43.6921153328647]], ""type"": ""MultiPoint""}"
1499,751,13064,SENECA VILLAGE COMMUNITY CENTRE,Community Centre,Wi-Fi,1700 FINCH AVE E,416-395-7671,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=751,"{""coordinates"": [[-79.3513046336163, 43.7941444875151]], ""type"": ""MultiPoint""}"
1500,797,1885,NORSEMAN COMMUNITY SCHOOL AND POOL,Community Centre,"Washroom, Wi-Fi",105 NORSEMAN ST,416-394-8719,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=797,"{""coordinates"": [[-79.5164833602343, 43.6342945530329]], ""type"": ""MultiPoint""}"
1501,537,1675,CENTENNIAL RECREATION CENTRE - SCARBOROUGH,Community Centre,"Washroom, Wi-Fi",1967 ELLESMERE RD,416-396-4057,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=537,"{""coordinates"": [[-79.2370287071057, 43.7745337693776]], ""type"": ""MultiPoint""}"
1502,267,1943,S.H. ARMSTRONG COMMUNITY RECREATION CENTRE,Community Centre,"Skateboarding, Washroom, Wi-Fi",56 WOODFIELD RD,416-392-0734,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=267,"{""coordinates"": [[-79.3228166106666, 43.6659034912586]], ""type"": ""MultiPoint""}"
1503,693,14343,MITCHELL FIELD COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",89 CHURCH AVE,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=693,"{""coordinates"": [[-79.408663320675, 43.7745089449153]], ""type"": ""MultiPoint""}"
1504,591,1662,BURROWS HALL COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",1081 PROGRESS AVE,416-396-4670,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=591,"{""coordinates"": [[-79.2342922919161, 43.7939894920756]], ""type"": ""MultiPoint""}"
1505,3732,101347,ONE YONGE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",24 Freeland St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3732,"{""coordinates"": [[-79.3739985252733, 43.6437949740879]], ""type"": ""MultiPoint""}"
1506,171,13023,EARL BALES COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",4169 BATHURST ST,416-395-7873,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=171,"{""coordinates"": [[-79.4339786716535, 43.7545952196445]], ""type"": ""MultiPoint""}"
1507,2007,2026,WESTON LIONS RECREATION ARENA,Community Centre,None,2125 LAWRENCE AVE W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2007,"{""coordinates"": [[-79.5180978285549, 43.6985583745379]], ""type"": ""MultiPoint""}"
1508,354,2106,THISTLETOWN MULTI-SERVICE CENTRE,Community Centre,"Washroom, Wi-Fi",925 ALBION RD,416-394-8717,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=354,"{""coordinates"": [[-79.5624015589074, 43.7353899280452]], ""type"": ""MultiPoint""}"
1509,1076,2082,JENNER JEAN-MARIE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",48 THORNCLIFFE PARK DR,416-396-2874,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1076,"{""coordinates"": [[-79.3427973417292, 43.7030722375646]], ""type"": ""MultiPoint""}"
1510,743,925,SCARBOROUGH VILLAGE RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",3600 KINGSTON RD,416-396-4048,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=743,"{""coordinates"": [[-79.2165968637095, 43.7401721550363]], ""type"": ""MultiPoint""}"
1511,3488,13026,GEORGE BELL ARENA,Community Centre,Washroom,215 RYDING AVE,416-392-0377,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3488,"{""coordinates"": [[-79.4773579435073, 43.6684431006604]], ""type"": ""MultiPoint""}"
1512,1873,14344,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",2520 BIRCHMOUNT RD,416-396-4040,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1873,"{""coordinates"": [[-79.3025384049841, 43.7866114310695]], ""type"": ""MultiPoint""}"
1513,482,13487,FAIRBANK MEMORIAL COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",2213 DUFFERIN ST,416-394-2473,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=482,"{""coordinates"": [[-79.4479867215526, 43.6912994410153]], ""type"": ""MultiPoint""}"
1514,48,13030,HILLCREST COMMUNITY CENTRE,Community Centre,Wi-Fi,1339 BATHURST ST,416-392-0746,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=48,"{""coordinates"": [[-79.4159949499324, 43.6791928056708]], ""type"": ""MultiPoint""}"
1515,243,1902,PARKDALE COMMUNITY RECREATION CENTRE,Community Centre,None,75 LANSDOWNE AVE,416-392-6696,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=243,"{""coordinates"": [[-79.4371133043986, 43.6433596839054]], ""type"": ""MultiPoint""}"
1516,474,1676,THE NEW GENERATION YOUTH RECREATION CENTRE,Community Centre,Wi-Fi,2694 EGLINTON AVE W,416-394-2717,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=474,"{""coordinates"": [[-79.4770361975589, 43.6902863306723]], ""type"": ""MultiPoint""}"
1517,13,4,ADAM BECK COMMUNITY CENTRE,Community Centre,Washroom,79 LAWLOR AVE,416-392-0741,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=13,"{""coordinates"": [[-79.2886642633145, 43.6830787603616]], ""type"": ""MultiPoint""}"
1518,1244,13042,KINGSVIEW VILLAGE COMMUNITY SCHOOL,Community Centre,None,1 YORK RD,416-394-5540,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1244,"{""coordinates"": [[-79.5508636309033, 43.6976940887093]], ""type"": ""MultiPoint""}"
1519,1219,13031,HILLTOP COMMUNITY SCHOOL,Community Centre,None,35 TREHORNE DR,416-394-8701,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1219,"{""coordinates"": [[-79.533095757813, 43.6891410232693]], ""type"": ""MultiPoint""}"
1520,803,1853,LONG BRANCH ARENA,Community Centre,"Washroom, Wi-Fi",75 ARCADIAN CIR,416-394-8694,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=803,"{""coordinates"": [[-79.5272872365118, 43.5919436922898]], ""type"": ""MultiPoint""}"
1521,36,1720,EARL BEATTY COMMUNITY CENTRE,Community Centre,Washroom,455 GLEBEHOLME BLVD,416-392-0752,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=36,"{""coordinates"": [[-79.321148492192, 43.6861614666067]], ""type"": ""MultiPoint""}"
1522,3492,13056,NORTH TORONTO MEMORIAL ARENA,Community Centre,None,174 ORCHARD VIEW BLVD,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3492,"{""coordinates"": [[-79.4045586738755, 43.7069852864605]], ""type"": ""MultiPoint""}"
1523,100,1867,MARY McCORMICK RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",66 SHERIDAN AVE,416-392-0742,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=100,"{""coordinates"": [[-79.4331856284112, 43.6473984583325]], ""type"": ""MultiPoint""}"
1524,477,1908,PHIL WHITE ARENA,Community Centre,"Washroom, Wi-Fi",443 ARLINGTON AVE,416-394-2734,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=477,"{""coordinates"": [[-79.4315518192318, 43.6912757940726]], ""type"": ""MultiPoint""}"
1525,600,2055,CEDARBROOK COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",91 EASTPARK BLVD,416-396-4028,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=600,"{""coordinates"": [[-79.2273953320968, 43.7556239062328]], ""type"": ""MultiPoint""}"
1526,1093,2092,O'CONNOR COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",1386 VICTORIA PARK AVE,416-395-7957,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1093,"{""coordinates"": [[-79.3017998965443, 43.7176595089147]], ""type"": ""MultiPoint""}"
1527,575,2064,DRIFTWOOD COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",4401 JANE ST,416-395-0226,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=575,"{""coordinates"": [[-79.5187434713558, 43.7654199458755]], ""type"": ""MultiPoint""}"
1528,483,478,HERBERT H. CARNEGIE CENTENNIAL CENTRE,Community Centre,"Washroom, Wi-Fi",580 FINCH AVE W,416-395-6067,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=483,"{""coordinates"": [[-79.4501367227553, 43.7735941392823]], ""type"": ""MultiPoint""}"
1529,1232,13035,ISLINGTON COMMUNITY SCHOOL,Community Centre,None,44 CORDOVA AVE,416-394-8705,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1232,"{""coordinates"": [[-79.5277215840721, 43.6474904681355]], ""type"": ""MultiPoint""}"
1530,664,2080,IRVING W. CHAPLEY COMMUNITY CENTRE,Community Centre,"Outdoor Dry Pad, Washroom",205 WILMINGTON AVE,416-395-0475,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=664,"{""coordinates"": [[-79.455867411459, 43.7616194051207]], ""type"": ""MultiPoint""}"
1531,548,280,DON MILLS CIVITAN ARENA,Community Centre,"Washroom, Wi-Fi",1030 DON MILLS RD,416-395-7843,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=548,"{""coordinates"": [[-79.3438250678334, 43.7331190537632]], ""type"": ""MultiPoint""}"
1532,732,2097,PLEASANTVIEW COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",545 VAN HORNE AVE,416-395-6006,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=732,"{""coordinates"": [[-79.3368310075746, 43.7869936879769]], ""type"": ""MultiPoint""}"
1533,750,1732,ELMBANK COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",10 RAMPART RD,416-394-8671,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=750,"{""coordinates"": [[-79.5887129265479, 43.7347773561294]], ""type"": ""MultiPoint""}"
1534,712,281,DON MONTGOMERY COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",2467 EGLINTON AVE E,416-396-4043,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=712,"{""coordinates"": [[-79.2616994253887, 43.7326290263487]], ""type"": ""MultiPoint""}"
1535,189,1886,NORTH TORONTO MEMORIAL COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",200 EGLINTON AVE W,416-392-6591,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=189,"{""coordinates"": [[-79.4045943875911, 43.7060603005605]], ""type"": ""MultiPoint""}"
1536,643,2076,GOULDING COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",45 GOULDING AVE,416-395-0123,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=643,"{""coordinates"": [[-79.4221107163165, 43.7906271275808]], ""type"": ""MultiPoint""}"
1537,703,771,NORTHWOOD COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",15 CLUBHOUSE CRT,416-395-7876,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=703,"{""coordinates"": [[-79.5000806926768, 43.7455298675525]], ""type"": ""MultiPoint""}"
1538,824,2056,CENTRAL ARENA,Community Centre,"Washroom, Wi-Fi",50 MONTGOMERY RD,416-394-5439,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=824,"{""coordinates"": [[-79.5202681652435, 43.6485495669752]], ""type"": ""MultiPoint""}"
1539,744,2099,RODING COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",600 RODING ST,416-395-7964,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=744,"{""coordinates"": [[-79.4927303107057, 43.7291977709408]], ""type"": ""MultiPoint""}"
1540,3501,45062,YORK RECREATION CENTRE,Community Centre,Wi-Fi,115 BLACK CREEK DR,416-392-9675,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3501,"{""coordinates"": [[-79.4820344136735, 43.687872905789]], ""type"": ""MultiPoint""}"
1541,667,13037,JOHN BOOTH MEMORIAL ARENA,Community Centre,"Washroom, Wi-Fi",230 GOSFORD BLVD,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=667,"{""coordinates"": [[-79.5241486137857, 43.7697360217]], ""type"": ""MultiPoint""}"
1542,451,1095,WELLESLEY COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",495 SHERBOURNE ST,416-392-0227,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=451,"{""coordinates"": [[-79.3745558874873, 43.6677008550321]], ""type"": ""MultiPoint""}"
1543,506,13052,McGREGOR PARK COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",2231 LAWRENCE AVE E,416-396-4023,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=506,"{""coordinates"": [[-79.2803212416812, 43.7476393794948]], ""type"": ""MultiPoint""}"
1544,788,13866,L'AMOREAUX COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",2000 MCNICOLL AVE,416-396-4510,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=788,"{""coordinates"": [[-79.3050561969343, 43.812611473843]], ""type"": ""MultiPoint""}"
1545,1429,13061,POWER HOUSE RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",65 COLONEL SAMUEL SMITH PARK DR,416-338-1081,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1429,"{""coordinates"": [[-79.5153435701392, 43.5935244408179]], ""type"": ""MultiPoint""}"
1546,63,1818,JOHN INNES COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",150 SHERBOURNE ST,416-392-6779,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=63,"{""coordinates"": [[-79.3703437798954, 43.6554231306603]], ""type"": ""MultiPoint""}"
1547,1856,29554,LEASIDE CURLING CLUB,Community Centre,None,1075 MILLWOOD RD,647-748-2875,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1856,"{""coordinates"": [[-79.3609009628909, 43.7009650718377]], ""type"": ""MultiPoint""}"
1548,858,6201,PARK LAWN BUBBLE RINK,Community Centre,"Ball Diamond, Pickleball Court, Playground, Sports Field, Tennis Court, Washroom",340 PARK LAWN RD,416-394-8470,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=858,"{""coordinates"": [[-79.4955210553856, 43.6391576966085]], ""type"": ""MultiPoint""}"
1549,7,2053,BROADLANDS COMMUNITY RECREATION CENTRE,Community Centre,"Outdoor Dry Pad, Washroom, Wi-Fi",19 CASTLEGROVE BLVD,416-395-7966,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=7,"{""coordinates"": [[-79.3227602269131, 43.7459183165797]], ""type"": ""MultiPoint""}"
1550,789,1845,LEASIDE MEMORIAL COMMUNITY GARDENS ARENA,Community Centre,None,1073 Millwood Rd,416-421-4944,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=789,"{""coordinates"": [[-79.360887945449, 43.701760328038]], ""type"": ""MultiPoint""}"
1551,329,317,EAST YORK COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",1081 1/2 PAPE AVE,416-396-2880,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=329,"{""coordinates"": [[-79.3492559023062, 43.6917662225624]], ""type"": ""MultiPoint""}"
1552,509,1820,JOSEPH J. PICCININNI COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",1369 ST CLAIR AVE W,416-392-0036,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=509,"{""coordinates"": [[-79.451449928818, 43.675320724325]], ""type"": ""MultiPoint""}"
1553,479,1833,LAMBTON ARENA,Community Centre,"Washroom, Wi-Fi",4100 DUNDAS ST W,416-394-2735,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=479,"{""coordinates"": [[-79.5058926629858, 43.6649609092025]], ""type"": ""MultiPoint""}"
1554,1234,13036,JAMES S. BELL COMMUNITY SCHOOL,Community Centre,None,90 Thirty First St,416-394-8707,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1234,"{""coordinates"": [[-79.5301169543121, 43.5938995194964]], ""type"": ""MultiPoint""}"
1555,755,13034,HUMBERWOOD COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",850 HUMBERWOOD BLVD,416-394-5700,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=755,"{""coordinates"": [[-79.6190420440355, 43.7288921423389]], ""type"": ""MultiPoint""}"
1556,2791,45042,PARKWAY FOREST COMMUNITY CENTRE,Community Centre,Wi-Fi,55 FOREST MANOR RD,416-392-6383,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2791,"{""coordinates"": [[-79.3436070411884, 43.7725666040359]], ""type"": ""MultiPoint""}"
1557,3119,100544,LAKESHORE COLLEGIATE INSTITUTE,Community Centre,None,350 Kipling Ave,416-394-7650,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3119,"{""coordinates"": [[-79.5190402155515, 43.6015249541995]], ""type"": ""MultiPoint""}"
1558,3502,45463,REGENT PARK COMMUNITY CENTRE,Community Centre,Wi-Fi,402 Shuter St,416-392-5490,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3502,"{""coordinates"": [[-79.3616922501387, 43.6582745197575]], ""type"": ""MultiPoint""}"
1559,1221,13032,HOLLYCREST COMMUNITY SCHOOL,Community Centre,None,630 RENFORTH DR, 416-394-8703,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1221,"{""coordinates"": [[-79.5827663402723, 43.6560358702629]], ""type"": ""MultiPoint""}"
1560,308,1740,FAIRMOUNT PARK COMMUNITY CENTRE,Community Centre,Washroom,1757 GERRARD ST E,416-392-7060,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=308,"{""coordinates"": [[-79.3149233094957, 43.6766857433726]], ""type"": ""MultiPoint""}"
1561,42,1621,ANTIBES COMMUNITY CENTRE,Community Centre,"Basketball Court, Outdoor Dry Pad, Outdoor Ping Pong/Table Tennis, Pickleball Court, Playground, Tennis Court, Wi-Fi",140 ANTIBES DR,416-395-0096,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=42,"{""coordinates"": [[-79.4469957593676, 43.7811383805631]], ""type"": ""MultiPoint""}"
1562,1098,1947,SCADDING COURT COMMUNITY CENTRE,Community Centre,Wi-Fi,707 DUNDAS ST W,416-392-0335,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1098,"{""coordinates"": [[-79.4049504110461, 43.6518252765297]], ""type"": ""MultiPoint""}"
1563,647,14342,GRANDRAVINE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",23 GRANDRAVINE DR,416-395-6171,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=647,"{""coordinates"": [[-79.4906515064637, 43.7519152647376]], ""type"": ""MultiPoint""}"
1564,642,13027,GORD AND IRENE RISK COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",2650 FINCH AVE W,416-395-0355,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=642,"{""coordinates"": [[-79.5665092529554, 43.747436550902]], ""type"": ""MultiPoint""}"
1565,1463,2065,EDITHVALE COMMUNITY CENTRE,Community Centre,Wi-Fi,131 FINCH AVE W,416-395-6164,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1463,"{""coordinates"": [[-79.4263811008628, 43.7769381016352]], ""type"": ""MultiPoint""}"
1566,480,1617,AMESBURY SPORTS COMPLEX,Community Centre,"Washroom, Wi-Fi",155 CULFORD RD,416-395-6683,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=480,"{""coordinates"": [[-79.4867792010165, 43.706029276302]], ""type"": ""MultiPoint""}"
1567,350,2054,CARMINE STEFANO COMMUNITY CENTRE,Community Centre,Washroom,3100 WESTON RD,416-395-6127,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=350,"{""coordinates"": [[-79.5391425186587, 43.7338134511149]], ""type"": ""MultiPoint""}"
1568,3489,1840,LARRY GROSSMAN FOREST HILL MEMORIAL ARENA,Community Centre,Washroom,340 CHAPLIN CRES,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3489,"{""coordinates"": [[-79.4201852796346, 43.704250374337]], ""type"": ""MultiPoint""}"
1569,472,2044,AMESBURY COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",1507 LAWRENCE AVE W,416-395-0145,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=472,"{""coordinates"": [[-79.4826656672543, 43.7071222820968]], ""type"": ""MultiPoint""}"
1570,523,1608,AGINCOURT COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",31 GLEN WATFORD DR,416-396-4037,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=523,"{""coordinates"": [[-79.2757520164385, 43.7885003824549]], ""type"": ""MultiPoint""}"
1571,897,1610,ALDERWOOD POOL,Community Centre,Wi-Fi,2 ORIANNA DR,416-394-8738,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=897,"{""coordinates"": [[-79.5477780504787, 43.6017214918411]], ""type"": ""MultiPoint""}"
1572,731,1439,OAKRIDGE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",63 PHARMACY AVE,416-338-1966,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=731,"{""coordinates"": [[-79.2835340504244, 43.694994177954]], ""type"": ""MultiPoint""}"
1573,675,612,LAWRENCE HEIGHTS COMMUNITY CENTRE,Community Centre,"Skateboarding, Washroom, Wi-Fi",5 REPLIN RD,416-395-6118,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=675,"{""coordinates"": [[-79.4422180148869, 43.7180487666781]], ""type"": ""MultiPoint""}"
1574,771,1075,VICTORIA VILLAGE ARENA,Community Centre,"Washroom, Wi-Fi",190 BERMONDSEY RD,416-395-0143,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=771,"{""coordinates"": [[-79.3156334888003, 43.7231898027645]], ""type"": ""MultiPoint""}"
1575,714,2095,ORIOLE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",2975 DON MILLS RD W,416-395-6005,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=714,"{""coordinates"": [[-79.3514094239262, 43.7817608699887]], ""type"": ""MultiPoint""}"
1576,567,1715,DOUGLAS SNOW AQUATIC CENTRE,Community Centre,"Washroom, Wi-Fi",5100 YONGE ST,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=567,"{""coordinates"": [[-79.4153038932578, 43.7671270411399]], ""type"": ""MultiPoint""}"
